daily,date,lisa_v,lisa_p,lisa_c,ID,clusterN,p
0.0,20220503,0.3400391134464646,0.018,2,28009,1,1
0.0,20220503,0.27458549040029234,0.043,2,19147,1,1
0.0,20220503,0.34003911344646465,0.008,2,19159,1,2
0.0,20220503,0.3400391134464646,0.015,2,31077,1,1
0.0,20220503,0.2889131218313991,0.048,2,31095,1,1
7.00770847932726e-05,20220503,0.027614911864221447,0.028,2,31151,1,1
0.0004838163433160772,20220503,4.94300363275668,0.004,1,27039,4,2
0.0,20220503,0.3400391134464646,0.024,2,47105,1,1
0.0,20220503,0.3310633660044644,0.003,2,48107,1,2
0.0,20220503,0.3400391134464646,0.02,2,16033,1,1
0.0,20220503,0.3145935085979968,0.029,2,38013,1,1
0.0003495292578435648,20220503,1.7312466436727623,0.043,1,37063,4,1
0.0,20220503,0.3400391134464646,0.001,2,31103,1,3
0.00015235522650486815,20220503,0.3845821968179319,0.048,1,18089,4,1
0.0,20220503,0.3400391134464646,0.027,2,47003,1,1
0.0,20220503,0.34003911344646465,0.004,2,47027,1,2
0.0,20220503,0.2984742138397428,0.043,2,47097,1,1
0.0,20220503,0.29206016432460585,0.03,2,41001,1,1
0.0002232142857142857,20220503,3.0233185191727134,0.001,1,36097,4,3
0.0,20220503,-0.36109798874226623,0.045,3,21127,3,1
3.2309133792123036e-05,20220503,0.19055150034625917,0.006,2,21177,1,2
0.0,20220503,0.31400728941353145,0.027,2,46025,1,1
0.0,20220503,0.3400391134464646,0.011,2,12041,1,1
0.0,20220503,0.3400391134464646,0.025,2,48277,1,1
0.0,20220503,0.3400391134464646,0.019,2,31057,1,1
0.0,20220503,0.3400391134464646,0.008,2,20071,1,2
0.0,20220503,0.2773259895851469,0.04,2,48433,1,1
0.0006683226216068703,20220503,5.1915937200834374,0.008,1,33009,4,2
0.0,20220503,0.3400391134464646,0.012,2,29145,1,1
0.0,20220503,-1.1103295268427138,0.005,3,48311,3,2
5.2709255745308875e-05,20220503,0.10298176349678986,0.025,2,17033,1,1
0.0,20220503,0.34003911344646465,0.004,2,12055,1,2
0.0001786352268667381,20220503,-0.44192005091257514,0.001,4,51580,2,3
0.0,20220503,-4.193549762232575,0.001,3,50017,3,3
3.5005425841005356e-05,20220503,0.18133262268627562,0.003,2,20113,1,2
0.0,20220503,0.3400391134464646,0.045,2,12017,1,1
0.0,20220503,0.3400391134464646,0.01,2,47041,1,2
0.0,20220503,0.3400391134464646,0.022,2,46097,1,1
0.0,20220503,0.3400391134464646,0.011,2,46073,1,1
0.00032035024960623613,20220503,4.464049977533805,0.004,1,36031,4,2
0.0,20220503,0.30199620376861375,0.024,2,40063,1,1
1.69061707523246e-05,20220503,0.25450566659377444,0.018,2,28087,1,1
0.0,20220503,0.3400391134464646,0.004,2,08099,1,2
0.0,20220503,0.3400391134464646,0.011,2,29043,1,1
0.00026659557451346307,20220503,1.279090944165005,0.026,1,55047,4,1
0.00015522828259308845,20220503,0.5885639659107463,0.012,1,55127,4,1
0.0003639226004022019,20220503,4.227964447822822,0.002,1,36103,4,2
2.7720796141265176e-05,20220503,0.2186938952260869,0.027,2,31157,1,1
3.102660841938046e-05,20220503,0.18001283206899307,0.028,2,01081,1,1
0.0,20220503,0.30254365409418477,0.02,2,38021,1,1
0.00013430029546065002,20220503,0.3475363418136597,0.027,1,27143,4,1
3.8115566397316666e-05,20220503,0.14637871603016123,0.032,2,13293,1,1
0.00022810401543103655,20220503,0.9114533471684926,0.031,1,06097,4,1
0.0,20220503,0.3099403930415971,0.032,2,48271,1,1
0.0,20220503,0.3400391134464646,0.022,2,40115,1,1
0.0,20220503,0.3400391134464646,0.006,2,28003,1,2
0.0,20220503,0.2942953113054536,0.037,2,29005,1,1
0.00016109468577060117,20220503,0.510658445047872,0.022,1,17115,4,1
0.0,20220503,0.34003911344646465,0.006,2,30033,1,2
0.0004327913751784457,20220503,4.388866242207883,0.003,1,27109,4,2
0.00030864587488470903,20220503,3.746196039599335,0.003,1,34039,4,2
0.0,20220503,0.30910457449156953,0.029,2,46087,1,1
5.274651081830937e-05,20220503,0.0939733108988356,0.04,2,38015,1,1
0.00022228573243148836,20220503,4.308228538053239,0.001,1,23029,4,3
0.0,20220503,0.3400391134464646,0.006,2,48045,1,2
0.0,20220503,0.31371707641695257,0.02,2,46137,1,1
0.0,20220503,0.2862104317548554,0.041,2,48203,1,1
0.0,20220503,0.34003911344646465,0.004,2,29019,1,2
0.0,20220503,0.2753263526840653,0.031,2,48383,1,1
0.0,20220503,0.32630843983067465,0.021,2,05071,1,1
0.00022148394241417498,20220503,2.856141978392037,0.005,1,36041,4,2
0.0,20220503,0.3000413277250391,0.017,2,05129,1,1
0.0,20220503,0.3400391134464646,0.009,2,47095,1,2
0.0,20220503,0.327846525242728,0.015,2,48359,1,1
0.0,20220503,0.29002142707364253,0.028,2,20115,1,1
0.0,20220503,0.3400391134464646,0.019,2,48357,1,1
0.00020824656393169514,20220503,-0.544049468620303,0.027,4,48103,2,1
0.0,20220503,0.3400391134464646,0.015,2,47081,1,1
0.0,20220503,0.2659553261690054,0.037,2,28143,1,1
0.0,20220503,0.34003911344646465,0.007,2,29081,1,2
0.0,20220503,0.34003911344646465,0.005,2,47141,1,2
2.9064698017787595e-05,20220503,0.21281108920412592,0.022,2,38101,1,1
0.0003322130237204949,20220503,3.645261393306429,0.006,1,25027,4,2
0.0002791451350449696,20220503,2.9895370776941426,0.002,1,36027,4,2
0.0,20220503,0.34003911344646465,0.003,2,29067,1,2
0.0,20220503,0.32978111636989293,0.014,2,48305,1,1
0.00031681451343960513,20220503,4.30163986922901,0.006,1,36077,4,2
6.269985579033168e-05,20220503,0.05440840224004674,0.041,2,31131,1,1
0.0,20220503,0.3400391134464646,0.021,2,46015,1,1
0.0,20220503,0.34003911344646465,0.006,2,47177,1,2
0.0,20220503,0.3400391134464646,0.009,2,29225,1,2
0.0,20220503,0.3400391134464646,0.001,2,12093,1,3
0.0,20220503,0.3400391134464646,0.007,2,01131,1,2
0.0,20220503,0.3252132096413276,0.015,2,31099,1,1
0.00023554161085289436,20220503,0.8128277861232404,0.047,1,10003,4,1
0.00010746332813927248,20220503,0.19283874789340152,0.048,1,51073,4,1
0.0,20220503,0.3400391134464646,0.046,2,05133,1,1
0.00013488909646470243,20220503,0.45756675402891955,0.016,1,42101,4,1
0.0006624968336548391,20220503,9.79501998731568,0.003,1,36109,4,2
0.0,20220503,0.3400391134464646,0.02,2,05079,1,1
0.00022851173570985538,20220503,0.8412417821380291,0.025,1,55123,4,1
0.0,20220503,0.34003911344646465,0.005,2,29093,1,2
2.7407772844378667e-05,20220503,0.19525903337247394,0.044,2,48223,1,1
0.00044304292304083814,20220503,7.025062927607808,0.002,1,36001,4,2
0.0,20220503,0.34003911344646465,0.003,2,20187,1,2
0.0,20220503,0.3400391134464646,0.02,2,47089,1,1
8.939346533768382e-05,20220503,-0.045787840048374044,0.008,4,16013,2,2
0.0,20220503,0.32453105332854093,0.007,2,22053,1,2
0.0,20220503,0.3400391134464646,0.008,2,30011,1,2
0.00034112364542180333,20220503,3.4161273883973378,0.001,1,17093,4,3
0.00012126759282384583,20220503,0.6025547940656094,0.008,1,11001,4,2
2.3988869164707574e-05,20220503,0.2064469175036392,0.019,2,08085,1,1
0.00012645234234368258,20220503,0.28200194911476223,0.04,1,27171,4,1
0.0001720823146851487,20220503,0.8049444292453367,0.016,1,55059,4,1
0.0003931603808626899,20220503,3.593688738952496,0.012,1,06075,4,1
0.0,20220503,0.31903730275663156,0.032,2,08113,1,1
0.0,20220503,0.3400391134464646,0.05,2,12109,1,1
0.0,20220503,0.3400391134464646,0.01,2,29079,1,2
0.0003335721946222545,20220503,2.957853132481397,0.003,1,17031,4,2
0.0,20220503,0.3400391134464646,0.01,2,47075,1,2
0.0,20220503,0.3400391134464646,0.023,2,28139,1,1
0.0,20220503,0.3400391134464646,0.008,2,38005,1,2
0.0,20220503,0.3400391134464646,0.008,2,29163,1,2
0.0,20220503,0.3400391134464646,0.015,2,29201,1,1
0.0,20220503,0.30429553729532227,0.018,2,13319,1,1
0.0,20220503,0.3400391134464646,0.023,2,12027,1,1
0.00034780657466621786,20220503,3.32502616382142,0.003,1,09011,4,2
0.0,20220503,0.3087327848065082,0.028,2,29209,1,1
0.0,20220503,0.2760086164353528,0.035,2,19039,1,1
0.000273136803068365,20220503,2.0361191073615283,0.014,1,06041,4,1
0.0,20220503,0.3295883235575476,0.005,2,48381,1,2
3.7205841317086785e-05,20220503,0.15899835561622302,0.018,2,48401,1,1
0.0,20220503,0.34003911344646465,0.004,2,12043,1,2
0.0,20220503,0.3400391134464646,0.019,2,29089,1,1
0.0002649212700241583,20220503,1.1801956216615626,0.027,1,55079,4,1
0.000247805885389778,20220503,1.2141984576611997,0.02,1,27139,4,1
0.0,20220503,0.3211212371247484,0.022,2,47099,1,1
0.00026171159382360636,20220503,1.3436805711264723,0.022,1,17103,4,1
0.0,20220503,0.2942953113054536,0.034,2,31127,1,1
0.000170200963211377,20220503,0.6732339432415501,0.015,1,26075,4,1
0.0,20220503,0.3083522911405986,0.014,2,13019,1,1
0.0,20220503,-0.8492986975414092,0.003,3,40033,3,2
0.0,20220503,0.3400391134464646,0.023,2,29221,1,1
0.00032289312237649337,20220503,4.783613026570911,0.001,1,36011,4,3
0.00027839643652561246,20220503,3.4572179596703587,0.003,1,33019,4,2
0.00027412280701754384,20220503,3.3567299230558096,0.004,1,36039,4,2
0.0,20220503,0.3165986788343074,0.003,2,40089,1,2
0.0,20220503,0.3038931110428849,0.025,2,46077,1,1
0.00041896965692830786,20220503,5.8858708004414435,0.002,1,36043,4,2
0.0,20220503,0.2982799204859885,0.043,2,38047,1,1
0.00028312570781426955,20220503,3.586921028573575,0.014,1,51610,4,1
0.0,20220503,0.3400391134464646,0.019,2,12081,1,1
0.0,20220503,0.30996821476011055,0.023,2,28111,1,1
0.0,20220503,0.31636228984046527,0.004,2,31041,1,2
0.0,20220503,0.3400391134464646,0.018,2,12013,1,1
0.0003353582584366556,20220503,2.7354446929138594,0.008,1,17037,4,2
3.2173996975644285e-05,20220503,0.1754647338066793,0.015,2,38089,1,1
0.0,20220503,0.3400391134464646,0.024,2,47173,1,1
0.0002260738507912585,20220503,1.4413714615229067,0.011,1,17053,4,1
0.0,20220503,0.27572486039262967,0.022,2,38029,1,1
0.0,20220503,0.2952976731810684,0.038,2,22113,1,1
6.208737763612657e-05,20220503,-0.09355525330776507,0.024,3,40019,3,1
2.5307485954345296e-05,20220503,0.22925793710182968,0.046,2,37139,1,1
9.419743782969103e-05,20220503,-0.06563080830033104,0.025,4,28011,2,1
2.253267237494367e-05,20220503,0.18659124751167316,0.025,2,32023,1,1
0.0,20220503,0.3400391134464646,0.041,2,40055,1,1
2.4865106795633687e-05,20220503,0.17950787747803768,0.049,2,16069,1,1
0.0,20220503,0.3400391134464646,0.012,2,46129,1,1
0.0,20220503,0.32435588938001897,0.01,2,22035,1,2
5.1623560993237314e-05,20220503,0.10248078109115875,0.029,2,22037,1,1
0.0,20220503,0.32978111636989293,0.002,2,48153,1,2
0.0,20220503,-0.47996337448456644,0.036,3,47009,3,1
0.0,20220503,0.2967847052455684,0.021,2,01053,1,1
7.964319847085059e-05,20220503,-0.0076107166631854024,0.02,4,20001,2,1
0.0003567242521530857,20220503,1.9125427784029303,0.027,1,17041,4,1
3.6141530232390037e-05,20220503,0.1818329114846335,0.021,2,35017,1,1
0.0,20220503,0.34003911344646465,0.008,2,29131,1,2
0.0,20220503,0.2951923037374048,0.034,2,29021,1,1
0.00016270451053059749,20220503,0.47900371635256106,0.027,1,27025,4,1
0.0006561356888604564,20220503,8.441094969197527,0.003,1,42015,4,2
0.0,20220503,0.3400391134464646,0.025,2,29051,1,1
0.00010380645286862644,20220503,0.16726055548768656,0.024,1,26021,4,1
0.0,20220503,0.3400391134464646,0.019,2,31045,1,1
0.0,20220503,0.3228850531989475,0.011,2,05127,1,1
0.0003115398663601401,20220503,1.711330135032914,0.035,1,34009,4,1
0.0002630125456984298,20220503,1.7127113158777616,0.012,1,33005,4,1
0.0,20220503,0.3400391134464646,0.025,2,47023,1,1
0.0,20220503,0.3400391134464646,0.01,2,49027,1,2
0.0,20220503,0.3400391134464646,0.026,2,47087,1,1
0.0,20220503,0.3070777011239298,0.019,2,17159,1,1
0.0001774937877174299,20220503,1.1584030263865885,0.008,1,48131,4,2
0.0,20220503,0.3400391134464646,0.022,2,29173,1,1
0.0,20220503,0.3112717974752101,0.016,2,13061,1,1
0.0,20220503,0.3035989802084539,0.026,2,48159,1,1
0.0006223162611239031,20220503,9.289396405685395,0.003,1,36113,4,2
7.234319612240469e-05,20220503,0.02336347124998737,0.013,2,40005,1,1
8.126117341134406e-05,20220503,0.024733270019084076,0.042,1,17129,4,1
0.0,20220503,0.34003911344646465,0.008,2,12069,1,2
0.0,20220503,0.30155695229812113,0.03,2,38083,1,1
0.0001917852005753556,20220503,1.6156443303782548,0.002,1,53031,4,2
0.00021685559388861508,20220503,1.2942068681337706,0.005,1,27169,4,2
2.149659279004278e-05,20220503,0.22131720365903526,0.015,2,28149,1,1
0.0,20220503,0.3400391134464646,0.012,2,29003,1,1
0.0,20220503,0.34003911344646465,0.004,2,29139,1,2
0.00018392937112148935,20220503,0.9639679546721723,0.005,1,41043,4,2
9.757049468240804e-05,20220503,0.155817303697777,0.016,1,55135,4,1
0.0,20220503,0.3048172581179598,0.027,2,29153,1,1
0.0,20220503,0.3091876775439938,0.021,2,01099,1,1
0.0,20220503,-1.0112165631223415,0.004,3,50009,3,2
0.0,20220503,0.3400391134464646,0.015,2,13283,1,1
0.00021304116259605874,20220503,0.7813382412201115,0.04,1,42037,4,1
0.0002782127968911964,20220503,2.0268459209030567,0.004,1,34005,4,2
0.0007131698702710045,20220503,16.528231382146668,0.001,1,50021,4,3
0.0,20220503,0.32809389913187403,0.009,2,13099,1,2
0.0,20220503,0.3188344427394081,0.013,2,38049,1,1
0.0,20220503,0.3222128901117118,0.01,2,31179,1,2
0.00015752496770738163,20220503,1.0187396535573814,0.008,1,33007,4,2
4.6816479400749066e-05,20220503,0.11623207905198163,0.014,2,28101,1,1
0.0,20220503,0.3400391134464646,0.046,2,47127,1,1
0.0,20220503,0.3400391134464646,0.025,2,20023,1,1
0.0,20220503,0.2898187540999236,0.026,2,19185,1,1
0.0,20220503,0.3296577952293098,0.015,2,48165,1,1
0.0,20220503,0.2905376025178012,0.023,2,01093,1,1
4.283893630921144e-05,20220503,0.15251563654920716,0.004,2,48037,1,2
0.00038106378830577266,20220503,4.875931981620132,0.001,1,36045,4,3
0.00048397304642418373,20220503,8.375365352120728,0.004,1,36019,4,2
0.0,20220503,0.31803311831379505,0.021,2,29177,1,1
0.0,20220503,0.29403378079189907,0.049,2,13043,1,1
0.0,20220503,0.2899975996682767,0.04,2,48003,1,1
1.6712067784146933e-05,20220503,0.2668835842240453,0.009,2,48375,1,2
0.0,20220503,0.32978111636989293,0.006,2,48169,1,2
0.0002708895335056492,20220503,1.1313924578744405,0.048,1,55089,4,1
0.0,20220503,0.3400391134464646,0.008,2,56011,1,2
0.00018232648596086057,20220503,0.5604402948132988,0.028,1,55117,4,1
0.00037830940579775197,20220503,5.002542633902364,0.002,1,25013,4,2
0.0,20220503,0.3400391134464646,0.011,2,20029,1,1
0.0,20220503,0.3400391134464646,0.013,2,19059,1,1
0.0,20220503,0.3400391134464646,0.023,2,47179,1,1
0.0,20220503,0.2910386499937825,0.027,2,29023,1,1
0.0,20220503,0.3400391134464646,0.042,2,28125,1,1
0.00021493422271632388,20220503,1.0401258493485053,0.023,1,55131,4,1
0.0,20220503,0.3400391134464646,0.008,2,29105,1,2
0.0,20220503,0.3400391134464646,0.008,2,29195,1,2
0.0001883002761737384,20220503,1.499893952716709,0.002,1,17039,4,2
0.0,20220503,0.29543387015838024,0.023,2,32033,1,1
0.0004108463434675431,20220503,3.739380876742727,0.006,1,27049,4,2
0.0007713884992987377,20220503,3.7098344021590233,0.042,1,37173,4,1
0.0,20220503,0.3400391134464646,0.021,2,12101,1,1
0.0,20220503,0.3400391134464646,0.012,2,12119,1,1
0.0004614786927325952,20220503,5.044063067596616,0.003,1,36059,4,2
0.0001982104428587609,20220503,0.6902331646983947,0.041,1,55097,4,1
0.0002046843474955408,20220503,0.9253798007177788,0.019,1,55039,4,1
0.0,20220503,-0.488840306768751,0.029,3,54101,3,1
0.0,20220503,0.3400391134464646,0.011,2,40151,1,1
0.0006802452046667985,20220503,11.053385582208755,0.003,1,25003,4,2
0.0,20220503,0.34003911344646465,0.004,2,29041,1,2
6.576351440220966e-05,20220503,0.049465478829200445,0.002,2,41045,1,2
0.0003971328942270438,20220503,4.956534154108058,0.001,1,34023,4,3
0.0,20220503,0.3400391134464646,0.01,2,20167,1,2
0.0,20220503,0.272279270870913,0.043,2,46055,1,1
0.0,20220503,0.34003911344646465,0.004,2,47111,1,2
0.0002584499774524675,20220503,2.0332072650244473,0.01,1,25005,4,2
0.0,20220503,0.31021111847469596,0.014,2,38103,1,1
0.00013920818385025974,20220503,0.27937257135925114,0.05,1,24021,4,1
0.0,20220503,0.3400391134464646,0.01,2,05027,1,2
0.00019690875881845691,20220503,0.9880087563618974,0.012,1,06095,4,1
0.0,20220503,0.3199193002299294,0.005,2,38087,1,2
0.0,20220503,0.315909156743963,0.017,2,22083,1,1
0.0,20220503,0.3400391134464646,0.017,2,31071,1,1
1.8610883644755454e-05,20220503,0.21350564024993487,0.036,2,22099,1,1
0.0,20220503,0.32364288605535746,0.008,2,01119,1,2
0.0,20220503,0.3400391134464646,0.034,2,12117,1,1
2.6587259385302562e-05,20220503,0.18376784159234275,0.048,2,28035,1,1
0.0,20220503,0.3400391134464646,0.02,2,46061,1,1
0.0003791868548556983,20220503,5.85819519862706,0.002,1,36053,4,2
0.0004544274214489743,20220503,8.98133923239843,0.002,1,36115,4,2
0.0,20220503,0.32978111636989293,0.004,2,48445,1,2
0.00010446046171524079,20220503,0.19964239020977942,0.011,1,55067,4,1
0.0,20220503,0.3400391134464646,0.018,2,48155,1,1
0.0,20220503,0.26074974592578093,0.041,2,19021,1,1
0.0,20220503,0.33089467229366215,0.002,2,48065,1,2
0.0,20220503,0.28036644816071943,0.02,2,13261,1,1
0.0,20220503,0.34003911344646465,0.005,2,29223,1,2
0.0001108819550706318,20220503,0.19828182976549358,0.031,1,17177,4,1
7.951112019809627e-05,20220503,0.010507740490246492,0.035,1,26087,4,1
0.0,20220503,0.3113545268411183,0.023,2,22039,1,1
0.0,20220503,0.3400391134464646,0.003,2,47069,1,2
0.0,20220503,0.3400391134464646,0.008,2,40057,1,2
0.0,20220503,0.3400391134464646,0.022,2,29039,1,1
9.337940050424876e-05,20220503,-0.06872056552280466,0.001,4,16085,2,3
0.0,20220503,0.3400391134464646,0.016,2,48275,1,1
0.0,20220503,0.34003911344646465,0.004,2,46041,1,2
0.00022736746371594224,20220503,1.1607034930116136,0.02,1,41057,4,1
0.00023199804596362795,20220503,1.3909208113255307,0.011,1,06013,4,1
0.0,20220503,0.34003911344646465,0.006,2,47017,1,2
0.0003787839692844389,20220503,4.550202590659449,0.007,1,36119,4,2
0.0,20220503,0.3400391134464646,0.02,2,29017,1,1
0.0001179881337648328,20220503,0.17991261789510068,0.044,1,37077,4,1
0.00029620542195861753,20220503,2.5806429059029288,0.002,1,09009,4,2
0.0,20220503,0.31924185288925294,0.016,2,31139,1,1
0.0,20220503,0.2782544215137788,0.046,2,13023,1,1
0.00012653994594936593,20220503,0.22855621888051372,0.038,1,17091,4,1
0.0,20220503,0.3400391134464646,0.009,2,38051,1,2
3.0144088744197264e-05,20220503,0.19854102929396641,0.006,2,31141,1,2
0.0,20220503,0.3015232280939683,0.023,2,46027,1,1
0.0,20220503,0.3400391134464646,0.013,2,29175,1,1
4.497885993583016e-05,20220503,0.10579235108579708,0.048,2,20015,1,1
0.0,20220503,0.3400391134464646,0.018,2,46135,1,1
0.0002096798066012137,20220503,1.3995816957654792,0.004,1,55105,4,2
0.0,20220503,0.34003911344646465,0.005,2,48345,1,2
0.00020088926983446724,20220503,0.8839386081912887,0.019,1,41039,4,1
0.0,20220503,0.34003911344646465,0.008,2,20089,1,2
0.0,20220503,0.3400391134464646,0.016,2,20123,1,1
0.0,20220503,0.3400391134464646,0.026,2,12007,1,1
0.0,20220503,0.3091004693206645,0.044,2,28039,1,1
0.0,20220503,0.3067892774995598,0.022,2,21171,1,1
0.0,20220503,0.30324661902310274,0.019,2,40075,1,1
4.2287271531269085e-05,20220503,0.15252239479711865,0.012,2,01003,1,1
8.030838419531e-05,20220503,-0.01150340197932283,0.001,4,19007,2,3
0.00037633599277434894,20220503,6.069445773054789,0.003,1,36049,4,2
0.0,20220503,0.29724969335627577,0.032,2,31011,1,1
0.0,20220503,0.304698965688164,0.025,2,29149,1,1
0.0,20220503,0.3400391134464646,0.027,2,47083,1,1
0.00032934460423756723,20220503,4.018931024555118,0.004,1,42131,4,2
2.8506271379703534e-05,20220503,0.20133381518791563,0.014,2,31119,1,1
0.0,20220503,0.3400391134464646,0.016,2,12085,1,1
0.0,20220503,0.3400391134464646,0.006,2,13167,1,2
0.0,20220503,0.3118704686454227,0.019,2,05095,1,1
0.0,20220503,0.3400391134464646,0.011,2,29059,1,1
0.0003017046311660884,20220503,-0.9806449722623616,0.001,4,20145,2,3
0.0,20220503,0.3400391134464646,0.049,2,12029,1,1
0.0,20220503,0.3400391134464646,0.005,2,20065,1,2
2.4046554128793344e-05,20220503,0.20666712366468087,0.033,2,22097,1,1
0.0,20220503,0.29346703797350254,0.026,2,47055,1,1
4.747661776575037e-05,20220503,0.11725356333453912,0.007,2,05093,1,2
0.0,20220503,0.3400391134464646,0.016,2,20129,1,1
0.0003525678693148431,20220503,1.8312305407051588,0.031,1,37075,4,1
0.0005032498422649748,20220503,7.7247458112426415,0.003,1,53061,4,2
1.732141619898843e-05,20220503,0.2388762982592591,0.025,2,35015,1,1
0.00032599837000814997,20220503,3.175700620879145,0.003,1,42113,4,2
3.567881926894099e-05,20220503,0.17648863528130773,0.012,2,48329,1,1
0.0,20220503,0.3400391134464646,0.01,2,20171,1,2
0.0,20220503,0.3400391134464646,0.001,2,38001,1,3
0.0,20220503,0.3400391134464646,0.01,2,47107,1,2
0.00020552926420523414,20220503,1.181515040051314,0.005,1,26093,4,2
0.00027058845869016196,20220503,1.8840514332201121,0.014,1,42069,4,1
0.0,20220503,0.3400391134464646,0.011,2,20189,1,1
0.00016531451866962362,20220503,0.5939512237792403,0.019,1,21067,4,1
5.139406398560966e-05,20220503,0.11506635733278583,0.001,2,46013,1,3
0.0,20220503,0.3242742165117011,0.009,2,47181,1,2
0.0,20220503,0.3157700698023891,0.033,2,31013,1,1
5.214444009907443e-05,20220503,0.10430289729658225,0.002,2,40123,1,2
0.0,20220503,0.3400391134464646,0.015,2,47175,1,1
0.00021845190417243136,20220503,1.8588419284615898,0.004,1,09013,4,2
0.0,20220503,0.3400391134464646,0.043,2,12031,1,1
0.0,20220503,0.28756022661207803,0.028,2,05149,1,1
0.0,20220503,0.3400391134464646,0.018,2,20033,1,1
0.0,20220503,0.33394331173294495,0.004,2,31173,1,2
0.0,20220503,-4.095388449860771,0.001,3,50015,3,3
0.00019609124779397345,20220503,1.0951559445321186,0.012,1,53037,4,1
8.127438231469441e-05,20220503,0.02322231107575484,0.022,1,21197,4,1
1.6403768929949344e-05,20220503,0.26823313391046316,0.004,2,48303,1,2
0.0,20220503,0.3193497818426026,0.014,2,31117,1,1
0.0002786032689450223,20220503,-0.8795208982776915,0.001,4,31145,2,3
0.0,20220503,0.3400391134464646,0.023,2,31149,1,1
0.0,20220503,0.3400391134464646,0.015,2,47085,1,1
0.0,20220503,0.3238663861660456,0.013,2,13303,1,1
0.00020825240191111628,20220503,1.0803065574006465,0.009,1,53077,4,2
0.00038642116042274477,20220503,1.5704656753394965,0.035,1,55035,4,1
0.0,20220503,0.3400391134464646,0.007,2,47153,1,2
0.00011098779134295228,20220503,0.280296582595459,0.013,1,17105,4,1
0.00043726988672211246,20220503,5.8743722916756855,0.005,1,25017,4,2
0.0004109176247134991,20220503,5.680979897518193,0.002,1,36069,4,2
0.0,20220503,0.3400391134464646,0.007,2,13091,1,2
0.00031338138514572234,20220503,5.31177916882688,0.003,1,36023,4,2
0.0004904632152588556,20220503,2.9841599946009514,0.019,1,26161,4,1
7.968974127397333e-05,20220503,0.013683194474678506,0.022,1,55083,4,1
0.00036490560050769473,20220503,4.349579812442459,0.003,1,44009,4,2
0.00011949715596768797,20220503,0.3338966319542632,0.008,1,53047,4,2
0.00029699453470358753,20220503,3.627393454658523,0.003,1,34017,4,2
0.00021721815943812902,20220503,2.6188694005008477,0.002,1,53029,4,2
0.0,20220503,0.3400391134464646,0.002,2,47145,1,2
0.0,20220503,0.2873106205355466,0.034,2,19177,1,1
0.0,20220503,0.3400391134464646,0.03,2,31073,1,1
0.0,20220503,0.27801161752186276,0.028,2,28095,1,1
0.00015076980642037262,20220503,0.5351814644255197,0.009,1,24033,4,2
0.00017853742144353457,20220503,0.9178528449549325,0.005,1,42089,4,2
0.0,20220503,0.3025082782333426,0.033,2,05101,1,1
0.0,20220503,0.2699781755130154,0.031,2,20063,1,1
0.0,20220503,0.31336354432306734,0.007,2,22077,1,2
0.00010033109260559848,20220503,-0.09194017339744381,0.019,4,13095,2,1
6.695232994108195e-05,20220503,0.04542284931280914,0.014,2,22059,1,1
0.00037937226535825387,20220503,6.192075635591502,0.006,1,23027,4,2
0.0002786603264914203,20220503,2.4084564647235274,0.003,1,09003,4,2
0.0002230496028001304,20220503,1.949321353351547,0.004,1,09015,4,2
0.0,20220503,0.29713102213295417,0.035,2,01047,1,1
0.0,20220503,0.2478784299319625,0.042,2,28163,1,1
0.00014001077005923533,20220503,0.4170890340188123,0.038,1,55087,4,1
0.0,20220503,0.31803311831379505,0.012,2,29107,1,1
0.0,20220503,0.31995161498566577,0.01,2,19137,1,2
0.0,20220503,0.3400391134464646,0.013,2,48437,1,1
0.0,20220503,0.3400391134464646,0.008,2,29151,1,2
0.00032368793472042397,20220503,3.9225890001425534,0.004,1,17089,4,2
0.0003621868505115889,20220503,4.117967233805766,0.003,1,36085,4,2
0.0,20220503,0.31517878063136967,0.004,2,46085,1,2
0.0001694972710939354,20220503,0.8056359400679796,0.017,1,55121,4,1
0.0,20220503,0.31903730275663156,0.024,2,08091,1,1
0.00014075444381886915,20220503,-0.27610043080217483,0.001,4,35009,2,3
1.527067267313125e-05,20220503,0.23955551415887458,0.016,2,22079,1,1
2.835833593284746e-05,20220503,0.21590312382329288,0.003,2,31111,1,2
0.0,20220503,-0.5845432600693318,0.018,3,13229,3,1
0.00014419016623066306,20220503,0.6506230738969789,0.013,1,41041,4,1
0.00039644472288024435,20220503,5.122949489505269,0.004,1,23031,4,2
3.568115321487191e-05,20220503,0.18384816924886574,0.025,2,46029,1,1
0.00036676055522400544,20220503,4.239591193365589,0.002,1,34025,4,2
0.0,20220503,0.2637743129858196,0.045,2,40041,1,1
9.46969696969697e-05,20220503,0.10444958535556059,0.037,1,27075,4,1
0.0,20220503,0.3400391134464646,0.011,2,47043,1,1
0.00019700045395756782,20220503,0.8417710298886528,0.018,1,27003,4,1
0.0,20220503,0.3400391134464646,0.036,2,46009,1,1
0.0,20220503,0.3400391134464646,0.02,2,46007,1,1
0.0,20220503,0.3288981208474422,0.013,2,22115,1,1
0.0,20220503,0.31122544242572003,0.043,2,48495,1,1
0.0,20220503,0.294841016896209,0.027,2,46071,1,1
0.0,20220503,0.3400391134464646,0.013,2,49041,1,1
0.00014257199885942402,20220503,0.4198113788889549,0.032,1,51036,4,1
0.0,20220503,0.32364288605535746,0.006,2,01023,1,2
