daily,date,lisa_v,lisa_p,lisa_c,ID,clusterN,p
0.00028754012358357146,20220504,1.4045354453121857,0.037,1,55139,4,1
0.0,20220504,0.3718491820003584,0.044,2,40023,1,1
0.0,20220504,0.3870580756646999,0.018,2,20041,1,1
0.0001560598021161709,20220504,0.7240931907832714,0.028,1,48427,4,1
0.0,20220504,0.43601556486429516,0.006,2,40129,1,2
0.0003436622945185864,20220504,2.195361913028807,0.032,1,55103,4,1
1.422940649145524e-05,20220504,0.3024917900310587,0.013,2,35025,1,1
0.0,20220504,0.4360155648642951,0.018,2,21075,1,1
0.00022180326050792945,20220504,-0.7443840052741502,0.001,4,30021,2,3
0.00035659805455950233,20220504,4.272572426685502,0.005,1,36033,4,2
0.0002192661891536325,20220504,1.2923266671749236,0.015,1,26045,4,1
0.0,20220504,0.43601556486429516,0.003,2,19179,1,2
0.0,20220504,0.379278412025544,0.035,2,28157,1,1
0.0,20220504,0.39652406866814977,0.036,2,28025,1,1
0.0,20220504,0.4086645101965876,0.019,2,46045,1,1
8.228324242994169e-05,20220504,-0.001760898787241267,0.01,4,28081,2,2
0.0,20220504,0.43601556486429516,0.012,2,22125,1,1
2.05456936226167e-05,20220504,0.2619600161495657,0.019,2,05035,1,1
0.0,20220504,0.38539371765290426,0.009,2,12063,1,2
0.0,20220504,0.43601556486429516,0.002,2,48125,1,2
0.0,20220504,0.43601556486429516,0.001,2,40139,1,3
0.0,20220504,0.4360155648642951,0.008,2,40153,1,2
0.0,20220504,0.43601556486429516,0.001,2,19003,1,3
0.0,20220504,0.4360155648642951,0.024,2,48465,1,1
0.0,20220504,0.3899670102050481,0.03,2,20077,1,1
0.0,20220504,0.41872330451048084,0.013,2,19133,1,1
0.0003757122878791041,20220504,5.594001098690215,0.002,1,36017,4,2
0.0,20220504,0.38747420980460445,0.022,2,19091,1,1
0.0002117029384367855,20220504,1.8552988809220166,0.001,1,55049,4,3
0.0,20220504,0.4360155648642951,0.017,2,29205,1,1
0.0,20220504,0.38283695693852127,0.011,2,20201,1,1
0.0005001857832909367,20220504,3.933533241545432,0.01,1,17019,4,2
5.74481530418797e-05,20220504,-0.18090599049655395,0.032,3,17045,3,1
0.0,20220504,0.43601556486429516,0.01,2,29203,1,2
0.0,20220504,0.3873173017918406,0.033,2,40091,1,1
0.0003806301543666737,20220504,4.534498553091466,0.002,1,26125,4,2
0.0,20220504,0.4360155648642951,0.02,2,38033,1,1
0.0008257638315441783,20220504,-3.9585603740037323,0.001,4,56027,2,3
0.0,20220504,0.43601556486429516,0.003,2,12001,1,2
0.0004846586884390262,20220504,7.944247304460409,0.001,1,36035,4,3
0.00037484839509502446,20220504,3.0175076007336243,0.004,1,27053,4,2
0.0,20220504,0.38150256653426506,0.035,2,47077,1,1
0.0,20220504,0.4360155648642951,0.014,2,20175,1,1
0.0,20220504,0.43601556486429516,0.003,2,19135,1,2
0.0,20220504,0.43601556486429516,0.009,2,31147,1,2
0.0005393743257820927,20220504,3.5745646061515206,0.026,1,48283,4,1
0.0004666516877236039,20220504,7.119670850499921,0.002,1,36067,4,2
0.0,20220504,0.43601556486429516,0.019,2,31083,1,1
0.0,20220504,0.3540001849994345,0.027,2,30075,1,1
0.00013764624913971095,20220504,0.7884207524466523,0.003,1,55091,4,2
0.0,20220504,0.43601556486429516,0.005,2,29121,1,2
0.0,20220504,0.421050177392362,0.004,2,48279,1,2
0.0,20220504,0.43601556486429516,0.011,2,20097,1,1
0.0,20220504,0.43601556486429516,0.01,2,29061,1,2
0.0,20220504,0.3936585941126287,0.024,2,13253,1,1
0.0,20220504,0.4360155648642951,0.017,2,48233,1,1
0.0,20220504,0.4360155648642951,0.02,2,31091,1,1
0.0,20220504,0.38474466549108194,0.025,2,49007,1,1
0.00018346984553434397,20220504,1.1545125588710072,0.003,1,42017,4,2
0.0,20220504,0.43601556486429516,0.009,2,46059,1,2
0.00012245254963701567,20220504,0.36578555626672093,0.006,1,42081,4,2
0.00017170493460903741,20220504,1.0180564118127915,0.012,1,41071,4,1
0.0,20220504,0.4360155648642951,0.044,2,12133,1,1
0.0,20220504,0.3569125774210037,0.041,2,13007,1,1
2.2406453058480843e-05,20220504,0.3167721980265362,0.012,2,13275,1,1
0.0,20220504,0.4360155648642951,0.024,2,47109,1,1
0.0,20220504,0.43601556486429516,0.01,2,29057,1,2
0.0006517221450266222,20220504,11.084968931435553,0.002,1,50007,4,2
0.0,20220504,0.43601556486429516,0.009,2,29199,1,2
0.0,20220504,0.39882128842163167,0.026,2,20131,1,1
0.0,20220504,0.43601556486429516,0.013,2,20137,1,1
0.0,20220504,0.43601556486429516,0.009,2,13087,1,2
4.5574696928265424e-05,20220504,0.17817843900243602,0.02,2,21009,1,1
0.0,20220504,0.4035133491841118,0.012,2,31093,1,1
0.0,20220504,0.43601556486429516,0.009,2,38025,1,2
0.0,20220504,0.43601556486429516,0.002,2,48269,1,2
0.0,20220504,0.35333687014046006,0.046,2,05073,1,1
6.78046547895513e-05,20220504,0.07517061973730169,0.001,2,48451,1,3
0.0,20220504,0.4360155648642951,0.013,2,12049,1,1
0.0,20220504,0.42087026423402013,0.022,2,48501,1,1
0.00027599243105649505,20220504,3.1394943531851407,0.001,1,34031,4,3
0.0,20220504,0.43601556486429516,0.002,2,48033,1,2
0.0,20220504,0.3956417695013657,0.019,2,47049,1,1
0.0,20220504,0.41322301930787225,0.013,2,46115,1,1
0.0004884667571234735,20220504,9.177860488374215,0.001,1,50027,4,3
0.0,20220504,0.4360155648642951,0.02,2,31175,1,1
0.00011098779134295228,20220504,0.2014504979814203,0.037,1,51109,4,1
0.0,20220504,0.4360155648642951,0.016,2,49021,1,1
0.0,20220504,0.38474466549108194,0.031,2,49039,1,1
0.0,20220504,0.43601556486429516,0.004,2,20093,1,2
0.0,20220504,0.4360155648642951,0.013,2,12009,1,1
0.0,20220504,0.3752869413780607,0.02,2,19117,1,1
0.0,20220504,0.4360155648642951,0.03,2,48043,1,1
0.00023454734475501424,20220504,1.6168337196155598,0.018,1,53011,4,1
0.0,20220504,0.40496673543424655,0.014,2,20053,1,1
0.0,20220504,0.43601556486429516,0.01,2,12077,1,2
0.0,20220504,0.43601556486429516,0.008,2,20119,1,2
6.396724876863046e-05,20220504,0.0955926478317882,0.011,2,28001,1,1
0.0,20220504,0.43601556486429516,0.011,2,48069,1,1
0.00020638196539133195,20220504,1.0768008257586037,0.023,1,34033,4,1
0.0002067397146991937,20220504,-0.6642183532604063,0.001,4,38079,2,3
9.471083061398449e-05,20220504,0.1092247037865595,0.01,1,26005,4,2
0.0,20220504,0.43601556486429516,0.003,2,47005,1,2
0.00043955238915038185,20220504,7.98885770501857,0.003,1,23009,4,2
0.00047787922231444453,20220504,9.107246678512157,0.006,1,23013,4,2
0.0,20220504,0.41322301930787225,0.018,2,46049,1,1
0.0,20220504,0.3464505857587552,0.04,2,47051,1,1
0.0,20220504,0.387383719573937,0.017,2,22029,1,1
0.00032411353671670434,20220504,5.018717634275388,0.003,1,25009,4,2
0.0,20220504,0.36920131076117874,0.044,2,46019,1,1
0.0,20220504,0.41216689149674335,0.021,2,13131,1,1
0.0,20220504,0.43601556486429516,0.009,2,29171,1,2
6.47920176234288e-05,20220504,0.08113759849644074,0.014,2,38059,1,1
3.188572157387922e-05,20220504,-0.5148181018881302,0.014,3,51730,3,1
0.000599828620394173,20220504,8.918476376131956,0.002,1,50023,4,2
3.6078940722300394e-05,20220504,0.19761908097935157,0.047,2,46093,1,1
0.0,20220504,0.3572260363346725,0.012,2,05017,1,1
1.568356832546541e-05,20220504,0.3525502575138901,0.003,2,05115,1,2
0.00032981733667877025,20220504,3.970494702029174,0.003,1,36087,4,2
0.0,20220504,0.4103229901571275,0.018,2,05089,1,1
0.0,20220504,0.43601556486429516,0.005,2,29187,1,2
0.0,20220504,0.41944480697575054,0.008,2,48475,1,2
0.0,20220504,0.43601556486429516,0.002,2,08061,1,2
0.0,20220504,0.43601556486429516,0.007,2,29049,1,2
0.0,20220504,0.37138663861764554,0.039,2,16029,1,1
7.685804319422027e-05,20220504,-0.03772209920878802,0.017,3,37157,3,1
0.0,20220504,0.4360155648642951,0.018,2,05011,1,1
0.00030021067109302867,20220504,2.8520095745897587,0.001,1,51059,4,3
0.0,20220504,0.3942874923046321,0.019,2,30023,1,1
1.3147342264761178e-05,20220504,0.31600362601994,0.024,2,47001,1,1
0.00022637366368796655,20220504,0.8403535688440641,0.033,1,10001,4,1
0.0,20220504,0.4360155648642951,0.021,2,30107,1,1
0.0005003001801080648,20220504,9.251792152422384,0.002,1,23007,4,2
0.0001552072016141549,20220504,0.5537734674946622,0.033,1,21165,4,1
0.0,20220504,0.41322301930787225,0.016,2,46089,1,1
0.0001527417137620284,20220504,0.468746940248137,0.036,1,26029,4,1
7.87959971633441e-05,20220504,0.012279765682075996,0.036,2,13267,1,1
4.704554008280015e-05,20220504,0.15345388269259655,0.045,2,30081,1,1
0.0,20220504,0.43601556486429516,0.012,2,13317,1,1
0.0003505237659022469,20220504,4.283825309613613,0.003,1,06081,4,2
0.0,20220504,0.38272370748141493,0.016,2,08009,1,1
0.0,20220504,0.4360155648642951,0.023,2,16007,1,1
0.0,20220504,0.4360155648642951,0.045,2,13125,1,1
6.975933031042901e-05,20220504,0.05941151670788059,0.006,2,46102,1,2
0.0,20220504,0.4131353160972571,0.018,2,22065,1,1
0.0,20220504,0.4360155648642951,0.017,2,30105,1,1
0.0,20220504,0.43601556486429516,0.008,2,20203,1,2
0.0,20220504,0.43601556486429516,0.008,2,31027,1,2
0.00024823041800497964,20220504,2.1301218858906985,0.004,1,53035,4,2
0.0003607245689178913,20220504,4.1980125686031995,0.001,1,17111,4,3
0.0,20220504,0.4360155648642951,0.015,2,30069,1,1
0.0,20220504,0.43601556486429516,0.008,2,29033,1,2
0.00024534525529536845,20220504,1.2157095103725393,0.041,1,27147,4,1
0.0,20220504,0.37385915909497514,0.029,2,31169,1,1
0.0,20220504,0.38150256653426506,0.034,2,47033,1,1
0.00029641973033815884,20220504,3.289968577868925,0.003,1,34019,4,2
0.0,20220504,0.37748587608702905,0.02,2,29217,1,1
0.000451152489541465,20220504,7.881183059062714,0.002,1,44001,4,2
0.0005072402507216097,20220504,9.056382925198125,0.001,1,44005,4,3
0.00016944126742068032,20220504,0.6157273659666174,0.035,1,41031,4,1
0.0,20220504,0.367678571815158,0.03,2,46127,1,1
0.0,20220504,0.4360155648642951,0.031,2,12061,1,1
0.0,20220504,0.43601556486429516,0.002,2,48393,1,2
0.0,20220504,0.4360155648642951,0.016,2,31049,1,1
0.0003302354106713214,20220504,4.872178979397935,0.001,1,36051,4,3
0.0,20220504,0.43601556486429516,0.003,2,19141,1,2
0.0,20220504,0.43601556486429516,0.005,2,20067,1,2
0.0,20220504,0.43601556486429516,0.013,2,05043,1,1
0.0,20220504,0.4114279973550587,0.014,2,31123,1,1
0.0,20220504,0.43601556486429516,0.007,2,29015,1,2
0.0,20220504,0.43601556486429516,0.005,2,29065,1,2
0.000252466052332606,20220504,1.6141789806480762,0.019,1,42103,4,1
0.00034171344886502317,20220504,5.691824469038395,0.001,1,42115,4,3
0.0,20220504,0.39305413544211915,0.008,2,48343,1,2
0.00037958895938398137,20220504,8.189124493141643,0.001,1,50001,4,3
0.0001384905682152605,20220504,0.4532624363100038,0.023,1,26121,4,1
0.0002834481467046622,20220504,1.070875421406967,0.046,1,51107,4,1
0.0,20220504,0.43601556486429516,0.004,2,29185,1,2
0.0002889209912212468,20220504,3.5094769770774805,0.001,1,36025,4,3
0.0,20220504,0.4360155648642951,0.023,2,30071,1,1
0.0,20220504,0.43601556486429516,0.008,2,29129,1,2
0.0001410569870227572,20220504,0.6738726182846482,0.008,1,53045,4,2
0.00020593686564090495,20220504,1.0045633526074476,0.017,1,51199,4,1
0.0,20220504,0.43601556486429516,0.003,2,29159,1,2
8.524495136775524e-05,20220504,-0.012528267026583351,0.04,4,30063,2,1
2.437954068945341e-05,20220504,0.2949018367649953,0.003,2,48459,1,2
0.0,20220504,0.38894177031578675,0.025,2,40061,1,1
0.0,20220504,0.3622250733078618,0.032,2,46037,1,1
0.0,20220504,0.43601556486429516,0.006,2,29063,1,2
0.0,20220504,0.43601556486429516,0.003,2,12039,1,2
5.1216389244558256e-05,20220504,0.16345057321414505,0.003,2,47113,1,2
0.0,20220504,0.40129300928610556,0.01,2,01111,1,2
0.0,20220504,0.4100402063033366,0.005,2,05139,1,2
0.0002388306849664045,20220504,2.1382854781124894,0.005,1,53057,4,2
1.4630149812734083e-05,20220504,0.29464195656315906,0.037,2,28067,1,1
0.0003150543468748359,20220504,2.1619963706256398,0.012,1,55021,4,1
0.0002333757424736323,20220504,0.9665928967593289,0.029,1,51177,4,1
0.00037173569592020074,20220504,4.525229766059063,0.002,1,33017,4,2
2.351263020118974e-05,20220504,0.2856423175208023,0.01,2,05131,1,2
0.0003832648323490119,20220504,2.519424943151084,0.041,1,06087,4,1
0.0,20220504,0.43601556486429516,0.002,2,48483,1,2
0.0,20220504,0.39017228749188915,0.041,2,28147,1,1
0.0,20220504,0.43601556486429516,0.01,2,29137,1,2
0.0,20220504,-0.5432331287545618,0.036,3,46111,3,1
0.00025920750123968806,20220504,2.0341769163985184,0.009,1,55109,4,2
0.0008445266629132148,20220504,6.436972906982683,0.018,1,48479,4,1
0.0010470586500317066,20220504,18.811328788685323,0.002,1,23003,4,2
8.819119851838787e-05,20220504,-0.030697760700791353,0.023,4,28065,2,1
0.0,20220504,0.4179682392833198,0.006,2,47045,1,2
0.0,20220504,0.39058806625593673,0.019,2,47053,1,1
0.0,20220504,0.4360155648642951,0.016,2,38027,1,1
0.0002075225794828583,20220504,1.1911070440988147,0.017,1,53053,4,1
0.00015106881184379485,20220504,0.6828509653445579,0.011,1,55057,4,1
0.0,20220504,0.43601556486429516,0.003,2,46031,1,2
0.00023618327822390176,20220504,-0.7840729202634371,0.013,4,21033,2,1
0.0,20220504,0.43601556486429516,0.013,2,47039,1,1
1.593244642714889e-05,20220504,0.29161427653939026,0.025,2,20155,1,1
8.413967185527976e-05,20220504,0.015443645477277584,0.026,1,51131,4,1
0.0,20220504,0.43601556486429516,0.01,2,20163,1,2
0.0,20220504,0.3758576993919132,0.046,2,18041,1,1
0.00010851871947911015,20220504,-0.13680425825379616,0.011,4,31081,2,1
0.0,20220504,0.43601556486429516,0.005,2,31115,1,2
0.0,20220504,0.4360155648642951,0.043,2,30091,1,1
2.621953617640504e-05,20220504,0.24095607815274703,0.034,2,28075,1,1
0.00020016012810248197,20220504,-0.49844731310146373,0.05,4,27011,2,1
0.00045372050816696913,20220504,3.1088382932073535,0.037,1,51091,4,1
0.0,20220504,0.4248982138482658,0.003,2,48341,1,2
0.00020671122441948597,20220504,0.7691637869337076,0.05,1,21069,4,1
8.675785881604443e-05,20220504,0.04596820359842056,0.011,1,55019,4,1
0.0002590590625554867,20220504,0.8087452934123991,0.046,1,51041,4,1
0.0,20220504,0.43601556486429516,0.009,2,46123,1,2
2.174480299208489e-05,20220504,0.2705869693206741,0.042,2,47119,1,1
0.00026218865097696483,20220504,1.5711898618250213,0.016,1,55133,4,1
0.0003654861179520785,20220504,5.376096330652912,0.001,1,25021,4,3
0.0,20220504,0.4360155648642951,0.045,2,38041,1,1
0.00015236934328813042,20220504,0.7622554317037691,0.013,1,55011,4,1
6.344976364963041e-05,20220504,-0.11077060977601468,0.034,3,27119,3,1
2.4897918534010556e-05,20220504,0.2690678587917818,0.026,2,47047,1,1
0.0,20220504,0.4360155648642951,0.038,2,12045,1,1
0.0,20220504,0.41716164639867015,0.003,2,48351,1,2
0.0,20220504,0.4229208508263536,0.003,2,48219,1,2
5.921539600296077e-05,20220504,-0.1698592462949118,0.021,3,37175,3,1
0.0,20220504,0.4161416703913353,0.013,2,12073,1,1
0.0,20220504,0.4360155648642951,0.015,2,20069,1,1
0.0,20220504,0.3494485080572874,0.049,2,21169,1,1
0.0,20220504,0.40962007901242004,0.02,2,22011,1,1
0.00037608867775138557,20220504,10.045856522070702,0.001,1,23025,4,3
0.0,20220504,0.43601556486429516,0.006,2,40025,1,2
0.0,20220504,0.41074930905092955,0.029,2,29155,1,1
0.0,20220504,0.40393121289004313,0.026,2,31125,1,1
0.0,20220504,-0.578552999370789,0.033,3,21011,3,1
0.0,20220504,0.3825005092612847,0.018,2,19167,1,1
0.0,20220504,0.35119010591775635,0.043,2,13111,1,1
0.0,20220504,0.3648604752561929,0.02,2,31107,1,1
7.009673349221926e-05,20220504,0.05602646751982454,0.007,2,08071,1,2
0.0,20220504,0.3689705586034238,0.031,2,48319,1,1
0.0001236565505084389,20220504,0.6234842310354125,0.001,1,36071,4,3
0.0005359714320769215,20220504,10.312008442908802,0.002,1,36093,4,2
0.00016087516087516087,20220504,0.6264065807817338,0.022,1,27055,4,1
0.0,20220504,-0.7974784665347228,0.011,3,21181,3,1
0.00024257572729054555,20220504,3.098877269199476,0.003,1,25023,4,2
0.00019580953655157804,20220504,2.552430034110643,0.001,1,36005,4,3
0.00023674865184795477,20220504,1.8460677970756318,0.001,1,34001,4,3
0.0,20220504,0.4144558099533639,0.009,2,31135,1,2
0.0,20220504,0.41872330451048084,0.01,2,19093,1,2
0.0,20220504,0.4360155648642951,0.016,2,12057,1,1
0.0003533357613842064,20220504,4.25121098776694,0.001,1,34021,4,3
0.0,20220504,0.43601556486429516,0.007,2,12015,1,2
0.0,20220504,0.4115941958936816,0.007,2,19029,1,2
0.00044547779018606323,20220504,7.630312604040077,0.001,1,44003,4,3
0.00025687130747495504,20220504,3.4845802550250955,0.002,1,50025,4,2
0.00026021337496747333,20220504,1.3431437067313665,0.04,1,50019,4,1
0.0,20220504,0.4360155648642951,0.017,2,22041,1,1
0.0,20220504,0.4206604663543548,0.003,2,28155,1,2
0.0002975473596214064,20220504,5.144433108539572,0.001,1,25011,4,3
0.0,20220504,0.4022658013359369,0.001,2,31031,1,3
0.0,20220504,0.4002486455274411,0.008,2,30001,1,2
0.0,20220504,0.43601556486429516,0.001,2,29143,1,3
4.578335317278638e-05,20220504,0.19236427551491408,0.005,2,05057,1,2
0.0,20220504,0.43601556486429516,0.006,2,29029,1,2
0.0,20220504,0.3355356598013925,0.047,2,40047,1,1
8.508465923593976e-05,20220504,0.02312607477051449,0.028,1,53059,4,1
0.00021345585021498054,20220504,1.3882338457664947,0.008,1,26091,4,2
0.0,20220504,0.43601556486429516,0.01,2,48227,1,2
0.0,20220504,0.43601556486429516,0.004,2,48205,1,2
0.00034955257270693514,20220504,6.5892183536292155,0.004,1,48505,4,2
0.00030407360543016604,20220504,2.1360724550751096,0.012,1,27019,4,1
0.0,20220504,0.40393121289004313,0.023,2,31037,1,1
0.0,20220504,0.3883409084509372,0.037,2,47101,1,1
0.0003274066509353143,20220504,3.2317428963568267,0.002,1,41067,4,2
0.0,20220504,0.38293049377304234,0.022,2,29013,1,1
0.00036132507760277237,20220504,4.822415513486038,0.006,1,33001,4,2
0.0,20220505,0.4085909850928514,0.011,2,31039,1,1
0.0,20220505,0.4085909850928514,0.007,2,31129,1,2
9.540265219373098e-05,20220505,-0.04978602817580637,0.004,4,46099,2,2
0.0,20220505,0.3614596098328077,0.019,2,48327,1,1
0.0,20220505,0.3926276995614592,0.009,2,48189,1,2
0.0,20220505,0.3843794228439675,0.03,2,01027,1,1
0.0020273694880892043,20220505,-9.187210970079278,0.007,4,48011,2,2
0.00031288132411376365,20220505,3.1188451316413714,0.001,1,55111,4,3
0.0,20220505,0.3465822088353992,0.013,2,41063,1,1
6.058770069675856e-05,20220505,0.09681695473664231,0.018,2,28061,1,1
0.0,20220505,0.4085909850928514,0.01,2,29083,1,2
0.00021026661807171492,20220505,1.1040057969026822,0.008,1,37037,4,2
0.0,20220505,0.4085909850928514,0.002,2,01091,1,2
0.0,20220505,0.38559361704772116,0.011,2,31101,1,1
0.0,20220505,0.3944654124297422,0.004,2,31137,1,2
2.4799250070677864e-05,20220505,0.28792435307273984,0.017,2,22019,1,1
0.000445956317023086,20220505,4.359341993499888,0.005,1,36101,4,2
0.00020439726652722232,20220505,0.7013413465635102,0.029,1,51179,4,1
0.0005651050722837697,20220505,10.365658192828857,0.002,1,25015,4,2
0.0,20220505,0.33127267316310666,0.048,2,21003,1,1
0.00023266635644485808,20220505,0.8582609830478168,0.049,1,37001,4,1
0.0,20220505,0.35642114693401583,0.02,2,20073,1,1
0.0005573653190728152,20220505,7.733742082485827,0.005,1,25025,4,2
0.0,20220505,0.3873231641951812,0.009,2,16051,1,2
0.0,20220505,0.34953500837603674,0.036,2,47115,1,1
0.0,20220505,0.40859098509285136,0.027,2,12129,1,1
0.0,20220505,0.35609281787780794,0.022,2,12131,1,1
0.0,20220505,0.4085909850928514,0.011,2,20157,1,1
0.0,20220505,0.4085909850928514,0.004,2,12127,1,2
0.00014601382264187675,20220505,-0.2739415828750104,0.02,4,21231,2,1
0.0,20220505,0.40859098509285136,0.022,2,47185,1,1
0.0,20220505,0.3587412070392843,0.032,2,20043,1,1
0.0,20220505,0.4085909850928514,0.006,2,31181,1,2
0.0,20220505,0.34353406541892134,0.011,2,46067,1,1
0.0004071992833292613,20220505,3.63091212475565,0.011,1,50011,4,1
0.00031278173354676086,20220505,3.1508397288101064,0.003,1,09007,4,2
0.0,20220505,0.4085909850928514,0.007,2,29103,1,2
0.0,20220505,0.4085909850928514,0.012,2,29117,1,1
0.00017096522078937084,20220505,1.1109430331757038,0.005,1,42117,4,2
0.0,20220505,0.38487557979265163,0.05,2,31043,1,1
0.0,20220505,-0.4943839947588443,0.033,3,51181,3,1
0.0,20220505,0.33626732239479856,0.04,2,13273,1,1
0.0,20220505,0.40859098509285136,0.027,2,08115,1,1
0.0,20220505,0.3596300559697624,0.038,2,30065,1,1
0.0003392633743983376,20220505,2.3987456656928074,0.016,1,34037,4,1
0.0003823360734085261,20220505,3.762511954054036,0.007,1,48247,4,2
0.0,20220505,0.40859098509285136,0.021,2,08017,1,1
0.0003313331530491177,20220505,2.384069881228561,0.012,1,41005,4,1
0.0,20220505,0.35258892567577205,0.018,2,05113,1,1
0.0,20220505,0.3957966827927171,0.018,2,47129,1,1
0.0,20220505,-1.0422984069837207,0.013,3,46043,3,1
0.0,20220505,0.4085909850928514,0.002,2,19053,1,2
0.0,20220505,-1.215005472782356,0.008,3,48127,3,2
0.00028640985249892595,20220505,1.8563341941138245,0.015,1,27045,4,1
0.0,20220505,0.4085909850928514,0.007,2,49005,1,2
0.00026204826452581176,20220505,2.4112444243917004,0.004,1,55093,4,2
0.0004751474695500006,20220505,4.154710952436666,0.007,1,17113,4,2
0.00027880522666864926,20220505,5.033511981361372,0.001,1,23001,4,3
0.0,20220505,0.4085909850928514,0.011,2,20147,1,1
0.0,20220505,0.4085909850928514,0.003,2,31089,1,2
0.0,20220505,0.3596691563015452,0.042,2,29101,1,1
0.0003562522265764161,20220505,2.435213309852943,0.013,1,55063,4,1
0.0,20220505,0.3397005500191793,0.031,2,22021,1,1
0.0,20220505,0.4085909850928514,0.001,2,12051,1,3
0.0,20220505,0.35249856320971606,0.042,2,13265,1,1
0.000251631674136982,20220505,-0.6991046587921256,0.047,4,48245,2,1
0.00010788068396353632,20220505,-0.09650879809003608,0.044,4,08067,2,1
0.0,20220505,0.349361976213238,0.025,2,28069,1,1
0.0004732167755346927,20220505,7.579085404147269,0.002,1,36075,4,2
0.0,20220505,0.33778964774191,0.042,2,01019,1,1
0.0,20220505,0.33255698823856616,0.022,2,30087,1,1
0.0,20220505,0.4085909850928514,0.005,2,35059,1,2
0.0003861976324406011,20220505,3.725425829856343,0.004,1,36111,4,2
0.0002644364543412967,20220505,1.6347451762636693,0.022,1,34007,4,1
0.00022740839705506126,20220505,1.0295729939222096,0.028,1,51085,4,1
0.0,20220505,0.4085909850928514,0.007,2,20199,1,2
0.0,20220505,0.3498643438172029,0.047,2,05049,1,1
0.0,20220505,0.3768045852976723,0.015,2,05083,1,1
0.0,20220505,0.3223450123353413,0.039,2,05091,1,1
0.0,20220505,0.4085909850928514,0.008,2,12095,1,2
0.0,20220505,0.3707687410830372,0.021,2,16041,1,1
7.99403112342784e-05,20220505,0.016844661025994228,0.03,2,20161,1,1
0.0,20220505,0.3614596098328077,0.015,2,48413,1,1
0.0,20220505,0.3766892537463461,0.048,2,16065,1,1
5.202372281760483e-05,20220505,0.1554572250131212,0.009,2,21001,1,2
0.0,20220505,0.40859098509285136,0.019,2,31171,1,1
0.00033512813065528723,20220505,2.707027072602788,0.007,1,55033,4,2
0.0,20220505,0.40859098509285136,0.018,2,29123,1,1
0.00017502236396872933,20220505,1.0339728536237336,0.004,1,42127,4,2
0.0005470411637534901,20220505,9.515824705646232,0.001,1,36091,4,3
0.00014618458239937628,20220505,0.6322235924818849,0.01,1,55053,4,2
0.00023016725487187356,20220505,1.58952191176809,0.011,1,41007,4,1
0.00011517051634781497,20220505,0.17537682988171663,0.032,1,53041,4,1
0.0002784441398217958,20220505,1.8968640783614228,0.012,1,36003,4,1
0.0,20220505,0.3071199904262561,0.041,2,30015,1,1
0.0,20220505,0.40859098509285136,0.018,2,31017,1,1
0.0,20220505,0.37548418014104024,0.022,2,47013,1,1
3.0074283480196084e-05,20220505,0.22948122999551315,0.032,2,20111,1,1
4.930723337113555e-05,20220505,0.168674948593045,0.009,2,19027,1,2
0.0,20220505,0.3566104116329961,0.016,2,22107,1,1
0.0,20220505,0.4085909850928514,0.008,2,20075,1,2
0.0,20220505,0.37530505585319773,0.009,2,19151,1,2
0.00039490014667719736,20220505,8.341335452838267,0.001,1,23023,4,3
0.0,20220505,0.4085909850928514,0.004,2,20051,1,2
0.0,20220505,0.361648198992636,0.043,2,01065,1,1
0.0,20220505,0.386501609828965,0.029,2,01105,1,1
0.0,20220505,0.3956704690508625,0.015,2,20151,1,1
4.985541928407618e-05,20220505,-0.2863507049262791,0.014,3,21017,3,1
1.899846429080316e-05,20220505,0.26733790878207575,0.034,2,47149,1,1
0.0,20220505,0.40859098509285136,0.04,2,20101,1,1
0.0,20220505,0.4085909850928514,0.012,2,40059,1,1
0.00018291567587342235,20220505,1.3203885746334236,0.007,1,17147,4,2
0.0,20220505,0.3907894209281997,0.016,2,47159,1,1
0.00043143649318266896,20220505,3.5586338910932196,0.021,1,51510,4,1
0.0,20220505,0.335201284696885,0.048,2,19101,1,1
5.899269965341789e-05,20220505,0.10084905421275756,0.034,2,30049,1,1
0.0,20220505,0.39548949248605586,0.006,2,40003,1,2
3.7560096153846156e-05,20220505,0.17899542861885484,0.037,2,21193,1,1
0.0,20220505,0.3366218509721716,0.043,2,31007,1,1
0.0,20220505,0.40859098509285136,0.045,2,12011,1,1
3.707548568886252e-05,20220505,0.17655008505975717,0.046,2,13279,1,1
0.0003351734679186638,20220505,4.595878949204931,0.004,1,26163,4,2
0.00012631047113805733,20220505,0.22476213140609272,0.042,1,27001,4,1
0.0,20220505,0.40859098509285136,0.029,2,38071,1,1
0.00012708095056551024,20220505,0.3480975326149614,0.016,1,37145,4,1
0.0,20220505,0.40859098509285136,0.021,2,20195,1,1
0.0,20220505,0.39115819011928293,0.008,2,28055,1,2
0.0,20220505,0.40859098509285136,0.024,2,29125,1,1
0.0,20220505,0.3520638674993881,0.02,2,05001,1,1
0.0,20220505,0.4085909850928514,0.005,2,29109,1,2
0.00012642225031605562,20220505,-0.1833608441916029,0.04,4,16053,2,1
0.0,20220505,0.40859098509285136,0.02,2,12099,1,1
1.0902925800138468e-05,20220505,0.31674858005987816,0.015,2,47165,1,1
0.0,20220505,-0.5049361575318386,0.031,3,51097,3,1
3.5758984444841765e-05,20220505,0.20138005319498528,0.019,2,05015,1,1
0.0004760093760175788,20220505,3.9361615453896293,0.006,1,41051,4,2
0.0,20220505,0.40859098509285136,0.02,2,47061,1,1
